Nr,Navn,Antal,Pr. 1 000,År,køn
8,Mikkel,884,27,1992,Dreng
9,Anders,877,27,1992,Dreng
10,Jacob,850,26,1992,Dreng
11,Jonas,822,25,1992,Dreng
12,Simon,781,24,1992,Dreng
13,Morten,769,23,1992,Dreng
14,Daniel,688,21,1992,Dreng
15,Andreas,672,20,1992,Dreng
16,Frederik,664,20,1992,Dreng
17,Thomas,624,19,1992,Dreng
18,Christoffer,574,17,1992,Dreng
19,Jesper,545,17,1992,Dreng
20,Michael,543,17,1992,Dreng
21,Emil,532,16,1992,Dreng
22,Lasse,518,16,1992,Dreng
23,Patrick,505,15,1992,Dreng
24,Søren,504,15,1992,Dreng
25,Peter,448,14,1992,Dreng
1,Kasper,1326,42,1991,Dreng
2,Christian,1314,42,1991,Dreng
3,Nicolai,1027,33,1991,Dreng
4,Rasmus,1016,32,1991,Dreng
5,Mads,915,29,1991,Dreng
6,Mathias,912,29,1991,Dreng
7,Martin,883,28,1991,Dreng
8,Anders,860,27,1991,Dreng
9,Jacob,817,26,1991,Dreng
10,Mikkel,816,26,1991,Dreng
11,Jonas,778,25,1991,Dreng
12,Morten,762,24,1991,Dreng
13,Simon,720,23,1991,Dreng
14,Thomas,718,23,1991,Dreng
15,Nicklas,695,22,1991,Dreng
16,Daniel,685,22,1991,Dreng
17,Michael,652,21,1991,Dreng
18,Andreas,584,19,1991,Dreng
19,Frederik,569,18,1991,Dreng
20,Jesper,543,17,1991,Dreng
21,Lasse,536,17,1991,Dreng
22,Emil,500,16,1991,Dreng
23,Peter,475,15,1991,Dreng
24,Christoffer,453,14,1991,Dreng
25,Søren,422,13,1991,Dreng
1,Christian,1301,42,1990,Dreng
2,Kasper,1295,41,1990,Dreng
3,Rasmus,1004,32,1990,Dreng
4,Nikolaj,994,32,1990,Dreng
5,Martin,965,31,1990,Dreng
6,Mads,886,28,1990,Dreng
7,Anders,849,27,1990,Dreng
8,Morten,832,27,1990,Dreng
9,Jacob,781,25,1990,Dreng
10,Michael,768,25,1990,Dreng
11,Mikkel,766,24,1990,Dreng
12,Thomas,750,24,1990,Dreng
13,Simon,742,24,1990,Dreng
14,Jonas,730,23,1990,Dreng
15,Daniel,689,22,1990,Dreng
16,Jesper,657,21,1990,Dreng
17,Mathias,653,21,1990,Dreng
18,Nicklas,612,20,1990,Dreng
19,Lasse,556,18,1990,Dreng
20,Andreas,536,17,1990,Dreng
21,Søren,479,15,1990,Dreng
22,Peter,446,14,1990,Dreng
23,Emil,430,14,1990,Dreng
24,Patrick,430,14,1990,Dreng
25,Dennis,422,13,1990,Dreng
1,Kasper,1341,44,1989,Dreng
2,Christian,1212,40,1989,Dreng
3,Martin,981,32,1989,Dreng
4,Morten,923,31,1989,Dreng
5,Rasmus,917,30,1989,Dreng
6,Mads,869,29,1989,Dreng
7,Anders,860,28,1989,Dreng
8,Thomas,823,27,1989,Dreng
9,Michael,804,27,1989,Dreng
10,Nicolaj,725,24,1989,Dreng
11,Jacob,710,23,1989,Dreng
12,Simon,703,23,1989,Dreng
13,Daniel,664,22,1989,Dreng
14,Jesper,654,22,1989,Dreng
15,Jonas,640,21,1989,Dreng
16,Mikkel,640,21,1989,Dreng
17,Søren,565,19,1989,Dreng
18,Lasse,546,18,1989,Dreng
19,Mathias,484,16,1989,Dreng
20,Peter,469,16,1989,Dreng
21,Andreas,452,15,1989,Dreng
22,Dennis,425,14,1989,Dreng
23,Mark,389,13,1989,Dreng
24,Patrick,387,13,1989,Dreng
25,Kenneth,384,13,1989,Dreng
1,Kasper,1419,49,1988,Dreng
2,Christian,1168,40,1988,Dreng
3,Martin,1050,36,1988,Dreng
4,Morten,951,33,1988,Dreng
5,Rasmus,890,30,1988,Dreng
6,Anders,849,29,1988,Dreng
7,Thomas,829,28,1988,Dreng
8,Michael,806,28,1988,Dreng
9,Jakob,732,25,1988,Dreng
10,Mads,709,24,1988,Dreng
11,Jesper,666,23,1988,Dreng
12,Jonas,653,22,1988,Dreng
13,Mikkel,631,22,1988,Dreng
14,Nikolaj,622,21,1988,Dreng
15,Daniel,610,21,1988,Dreng
16,Simon,588,20,1988,Dreng
17,Lasse,560,19,1988,Dreng
18,Søren,546,19,1988,Dreng
19,Peter,481,16,1988,Dreng
20,Mark,431,15,1988,Dreng
21,Dennis,419,14,1988,Dreng
22,Andreas,416,14,1988,Dreng
23,Mathias,401,14,1988,Dreng
24,Kenneth,396,14,1988,Dreng
25,Henrik,313,11,1988,Dreng
1,Kasper,1215,43,1987,Dreng
2,Christian,1118,40,1987,Dreng
3,Martin,994,36,1987,Dreng
4,Morten,915,33,1987,Dreng
5,Thomas,904,32,1987,Dreng
6,Michael,873,31,1987,Dreng
7,Rasmus,813,29,1987,Dreng
8,Anders,764,27,1987,Dreng
9,Jesper,733,26,1987,Dreng
10,Jacob,722,26,1987,Dreng
11,Jonas,660,24,1987,Dreng
12,Mads,611,22,1987,Dreng
13,Daniel,588,21,1987,Dreng
14,Søren,583,21,1987,Dreng
15,Peter,526,19,1987,Dreng
16,Mikkel,523,19,1987,Dreng
17,Lasse,513,18,1987,Dreng
18,Nikolaj,472,17,1987,Dreng
19,Kenneth,463,17,1987,Dreng
20,Simon,457,16,1987,Dreng
21,Andreas,433,15,1987,Dreng
22,Dennis,430,15,1987,Dreng
23,Lars,405,14,1987,Dreng
24,Henrik,384,14,1987,Dreng
25,Kim,361,13,1987,Dreng
1,Kasper,1215,43,1986,Dreng
2,Christian,1118,40,1986,Dreng
3,Martin,994,36,1986,Dreng
4,Morten,915,33,1986,Dreng
5,Thomas,904,32,1986,Dreng
6,Michael,873,31,1986,Dreng
7,Rasmus,813,29,1986,Dreng
8,Anders,764,27,1986,Dreng
9,Jesper,733,26,1986,Dreng
10,Jacob,722,26,1986,Dreng
11,Jonas,660,24,1986,Dreng
12,Mads,611,22,1986,Dreng
13,Daniel,588,21,1986,Dreng
14,Søren,583,21,1986,Dreng
15,Peter,526,19,1986,Dreng
16,Mikkel,523,19,1986,Dreng
17,Lasse,513,18,1986,Dreng
18,Nikolaj,472,17,1986,Dreng
19,Kenneth,463,17,1986,Dreng
20,Simon,457,16,1986,Dreng
21,Andreas,433,15,1986,Dreng
22,Dennis,430,15,1986,Dreng
23,Lars,405,14,1986,Dreng
24,Henrik,384,14,1986,Dreng
25,Kim,361,13,1986,Dreng
1,Martin,1190,44,1985,Dreng
2,Christian,1090,41,1985,Dreng
3,Kasper,1057,39,1985,Dreng
4,Morten,964,36,1985,Dreng
5,Thomas,962,36,1985,Dreng
6,Michael,950,35,1985,Dreng
7,Jesper,808,30,1985,Dreng
8,Anders,787,29,1985,Dreng
9,Rasmus,758,28,1985,Dreng
10,Jacob,664,25,1985,Dreng
11,Mads,630,23,1985,Dreng
12,Søren,570,21,1985,Dreng
13,Daniel,543,20,1985,Dreng
14,Peter,528,20,1985,Dreng
15,Dennis,498,19,1985,Dreng
16,Kenneth,479,18,1985,Dreng
17,Mikkel,472,18,1985,Dreng
18,Jonas,452,17,1985,Dreng
19,Lasse,450,17,1985,Dreng
20,Henrik,446,17,1985,Dreng
21,Kim,445,17,1985,Dreng
22,Lars,439,16,1985,Dreng
23,Simon,401,15,1985,Dreng
24,Brian,325,12,1985,Dreng
25,Andreas,322,12,1985,Dreng
