Nr,Navn,Antal,Pr. 1 000,År,køn
1,Carl,477,16,2023,Dreng
2,William,458,16,2023,Dreng
3,Oscar,452,15,2023,Dreng
4,Alfred,449,15,2023,Dreng
5,Noah,449,15,2023,Dreng
6,Aksel,441,15,2023,Dreng
7,Emil,430,15,2023,Dreng
8,Oliver,423,14,2023,Dreng
9,Malthe,403,14,2023,Dreng
10,Valdemar,392,13,2023,Dreng
11,August,377,13,2023,Dreng
12,Elliot,370,13,2023,Dreng
13,Theo,351,12,2023,Dreng
14,Arthur,346,12,2023,Dreng
15,Lucas,335,11,2023,Dreng
16,Elias,324,11,2023,Dreng
17,Lauge,323,11,2023,Dreng
18,Otto,319,11,2023,Dreng
19,Hugo,309,11,2023,Dreng
20,Felix,285,10,2023,Dreng
21,Magnus,279,10,2023,Dreng
22,Viggo,270,9,2023,Dreng
23,Victor,269,9,2023,Dreng
24,Theodor,257,9,2023,Dreng
25,Loui,255,9,2023,Dreng
26,Holger,249,8,2023,Dreng
27,Anker,245,8,2023,Dreng
28,Liam,245,8,2023,Dreng
29,Anton,243,8,2023,Dreng
30,Matheo,230,8,2023,Dreng
31,Konrad,227,8,2023,Dreng
32,Erik,214,7,2023,Dreng
33,Pelle,202,7,2023,Dreng
34,Luca,198,7,2023,Dreng
35,Asger,197,7,2023,Dreng
36,Ebbe,195,7,2023,Dreng
37,Nohr,194,7,2023,Dreng
38,Vincent,194,7,2023,Dreng
39,Kalle,190,6,2023,Dreng
40,Adam,181,6,2023,Dreng
41,Johan,173,6,2023,Dreng
42,Frederik,165,6,2023,Dreng
43,Storm,165,6,2023,Dreng
44,Albert,159,5,2023,Dreng
45,Walter,156,5,2023,Dreng
46,Alexander,154,5,2023,Dreng
47,Christian,151,5,2023,Dreng
48,Villads,146,5,2023,Dreng
49,Leo,142,5,2023,Dreng
50,Marius,138,5,2023,Dreng
1,William,560,19,2022,Dreng
2,Karl,466,16,2022,Dreng
3,Emil,459,15,2022,Dreng
4,Oscar,455,15,2022,Dreng
5,Malthe,452,15,2022,Dreng
6,Noah,446,15,2022,Dreng
7,Valdemar,432,14,2022,Dreng
8,Aksel,428,14,2022,Dreng
9,August,398,13,2022,Dreng
10,Oliver,398,13,2022,Dreng
11,Lucas,396,13,2022,Dreng
12,Alfred,391,13,2022,Dreng
13,Theo,376,13,2022,Dreng
14,Elias,370,12,2022,Dreng
15,Arthur,364,12,2022,Dreng
16,Otto,332,11,2022,Dreng
17,Elliot,325,11,2022,Dreng
18,Felix,314,10,2022,Dreng
19,Victor,299,10,2022,Dreng
20,Magnus,296,10,2022,Dreng
21,Hugo,281,9,2022,Dreng
22,Viggo,277,9,2022,Dreng
23,Matheo,276,9,2022,Dreng
24,Louie,268,9,2022,Dreng
25,Liam,258,9,2022,Dreng
26,Lauge,257,9,2022,Dreng
27,Anton,252,8,2022,Dreng
28,Theodor,246,8,2022,Dreng
29,Anker,234,8,2022,Dreng
30,Konrad,233,8,2022,Dreng
31,Nohr,219,7,2022,Dreng
32,Holger,214,7,2022,Dreng
33,Frederik,205,7,2022,Dreng
34,Alexander,192,6,2022,Dreng
35,Adam,187,6,2022,Dreng
36,Erik,186,6,2022,Dreng
37,Storm,183,6,2022,Dreng
38,Ebbe,182,6,2022,Dreng
39,Luca,182,6,2022,Dreng
40,Vincent,174,6,2022,Dreng
41,Albert,173,6,2022,Dreng
42,Pelle,173,6,2022,Dreng
43,Milas,169,6,2022,Dreng
44,Walter,166,6,2022,Dreng
45,Marius,164,5,2022,Dreng
46,Vilhelm,164,5,2022,Dreng
47,Asger,161,5,2022,Dreng
48,Johan,161,5,2022,Dreng
49,Christian,159,5,2022,Dreng
50,Villads,152,5,2022,Dreng
1,Oscar,562,17,2021,Dreng
2,Karl,555,17,2021,Dreng
3,William,520,16,2021,Dreng
4,Oliver,494,15,2021,Dreng
5,Alfred,470,15,2021,Dreng
6,August,462,14,2021,Dreng
7,Valdemar,458,14,2021,Dreng
8,Malthe,452,14,2021,Dreng
9,Arthur,451,14,2021,Dreng
10,Emil,447,14,2021,Dreng
11,Lucas,439,14,2021,Dreng
12,Aksel,435,13,2021,Dreng
13,Noah,427,13,2021,Dreng
14,Victor,395,12,2021,Dreng
15,Elias,375,12,2021,Dreng
16,Theo,355,11,2021,Dreng
17,Otto,340,11,2021,Dreng
18,Viggo,319,10,2021,Dreng
19,Magnus,306,9,2021,Dreng
20,Felix,301,9,2021,Dreng
21,Elliot,300,9,2021,Dreng
22,Nohr,293,9,2021,Dreng
23,Liam,291,9,2021,Dreng
24,Matheo,291,9,2021,Dreng
25,Anton,289,9,2021,Dreng
26,Hugo,267,8,2021,Dreng
27,Loui,264,8,2021,Dreng
28,Alexander,254,8,2021,Dreng
29,Theodor,249,8,2021,Dreng
30,Frederik,248,8,2021,Dreng
31,Konrad,244,8,2021,Dreng
32,Lauge,243,8,2021,Dreng
33,Anker,241,7,2021,Dreng
34,Albert,235,7,2021,Dreng
35,Johan,215,7,2021,Dreng
36,Storm,209,6,2021,Dreng
37,Adam,199,6,2021,Dreng
38,Milas,197,6,2021,Dreng
39,Erik,195,6,2021,Dreng
40,Pelle,195,6,2021,Dreng
41,Vincent,189,6,2021,Dreng
42,Villads,185,6,2021,Dreng
43,Villum,183,6,2021,Dreng
44,Marius,182,6,2021,Dreng
45,Christian,181,6,2021,Dreng
46,Holger,174,5,2021,Dreng
47,Ebbe,169,5,2021,Dreng
48,Walter,168,5,2021,Dreng
49,Luca,167,5,2021,Dreng
50,Benjamin,162,5,2021,Dreng
1,Alfred,520,17,2020,Dreng
2,Oscar,516,17,2020,Dreng
3,Carl,503,16,2020,Dreng
4,Noah,503,16,2020,Dreng
5,William,497,16,2020,Dreng
6,Oliver,463,15,2020,Dreng
7,Aksel,454,15,2020,Dreng
8,Arthur,453,15,2020,Dreng
9,Valdemar,432,14,2020,Dreng
10,Lucas,429,14,2020,Dreng
11,Malthe,422,14,2020,Dreng
12,Emil,413,13,2020,Dreng
13,August,400,13,2020,Dreng
14,Victor,398,13,2020,Dreng
15,Elias,370,12,2020,Dreng
16,Elliot,335,11,2020,Dreng
17,Felix,315,10,2020,Dreng
18,Magnus,310,10,2020,Dreng
19,Hugo,298,10,2020,Dreng
20,Anton,291,9,2020,Dreng
21,Theo,281,9,2020,Dreng
22,Liam,280,9,2020,Dreng
23,Viggo,277,9,2020,Dreng
24,Nohr,272,9,2020,Dreng
25,Otto,269,9,2020,Dreng
26,Theodor,257,8,2020,Dreng
27,Lauge,253,8,2020,Dreng
28,Frederik,249,8,2020,Dreng
29,Matheo,243,8,2020,Dreng
30,Anker,239,8,2020,Dreng
31,Adam,232,7,2020,Dreng
32,Loui,231,7,2020,Dreng
33,Storm,218,7,2020,Dreng
34,Alexander,214,7,2020,Dreng
35,Johan,209,7,2020,Dreng
36,Konrad,206,7,2020,Dreng
37,Villads,204,7,2020,Dreng
38,Erik,202,7,2020,Dreng
39,Albert,188,6,2020,Dreng
40,Pelle,186,6,2020,Dreng
41,Walter,181,6,2020,Dreng
42,Marius,180,6,2020,Dreng
43,Milas,174,6,2020,Dreng
44,Christian,171,6,2020,Dreng
45,Benjamin,167,5,2020,Dreng
46,Asger,162,5,2020,Dreng
47,Vilhelm,157,5,2020,Dreng
48,Vincent,157,5,2020,Dreng
49,Villum,152,5,2020,Dreng
50,Bjørn,151,5,2020,Dreng
1,William,568,18,2019,Dreng
2,Alfred,523,17,2019,Dreng
3,Oscar,514,16,2019,Dreng
4,Noah,484,15,2019,Dreng
5,Karl,477,15,2019,Dreng
6,Lucas,455,15,2019,Dreng
7,Oliver,454,15,2019,Dreng
8,Arthur,448,14,2019,Dreng
9,August,433,14,2019,Dreng
10,Malthe,426,14,2019,Dreng
11,Valdemar,418,13,2019,Dreng
12,Emil,407,13,2019,Dreng
13,Aksel,385,12,2019,Dreng
14,Victor,385,12,2019,Dreng
15,Elias,381,12,2019,Dreng
16,Magnus,360,12,2019,Dreng
17,Viggo,323,10,2019,Dreng
18,Anton,319,10,2019,Dreng
19,Felix,313,10,2019,Dreng
20,Frederik,293,9,2019,Dreng
21,Nohr,289,9,2019,Dreng
22,Alexander,284,9,2019,Dreng
23,Theo,281,9,2019,Dreng
24,Elliot,280,9,2019,Dreng
25,Otto,265,8,2019,Dreng
26,Lauge,256,8,2019,Dreng
27,Hugo,250,8,2019,Dreng
28,Liam,244,8,2019,Dreng
29,Villads,229,7,2019,Dreng
30,Theodor,227,7,2019,Dreng
31,Loui,226,7,2019,Dreng
32,Milas,221,7,2019,Dreng
33,Anker,210,7,2019,Dreng
34,Albert,209,7,2019,Dreng
35,Johan,208,7,2019,Dreng
36,Storm,208,7,2019,Dreng
37,Adam,207,7,2019,Dreng
38,Mikkel,200,6,2019,Dreng
39,Christian,195,6,2019,Dreng
40,Matheo,195,6,2019,Dreng
41,Konrad,193,6,2019,Dreng
42,Pelle,189,6,2019,Dreng
43,Villum,188,6,2019,Dreng
44,Benjamin,186,6,2019,Dreng
45,Erik,182,6,2019,Dreng
46,Asger,180,6,2019,Dreng
47,Mads,169,5,2019,Dreng
48,Walter,163,5,2019,Dreng
49,Marius,162,5,2019,Dreng
50,Mathias,151,5,2019,Dreng
1,William,568,18,2018,Dreng
2,Alfred,523,17,2018,Dreng
3,Oscar,514,16,2018,Dreng
4,Noah,484,15,2018,Dreng
5,Karl,477,15,2018,Dreng
6,Lucas,455,15,2018,Dreng
7,Oliver,454,15,2018,Dreng
8,Arthur,448,14,2018,Dreng
9,August,433,14,2018,Dreng
10,Malthe,426,14,2018,Dreng
11,Valdemar,418,13,2018,Dreng
12,Emil,407,13,2018,Dreng
13,Aksel,385,12,2018,Dreng
14,Victor,385,12,2018,Dreng
15,Elias,381,12,2018,Dreng
16,Magnus,360,12,2018,Dreng
17,Viggo,323,10,2018,Dreng
18,Anton,319,10,2018,Dreng
19,Felix,313,10,2018,Dreng
20,Frederik,293,9,2018,Dreng
21,Nohr,289,9,2018,Dreng
22,Alexander,284,9,2018,Dreng
23,Theo,281,9,2018,Dreng
24,Elliot,280,9,2018,Dreng
25,Otto,265,8,2018,Dreng
26,Lauge,256,8,2018,Dreng
27,Hugo,250,8,2018,Dreng
28,Liam,244,8,2018,Dreng
29,Villads,229,7,2018,Dreng
30,Theodor,227,7,2018,Dreng
31,Loui,226,7,2018,Dreng
32,Milas,221,7,2018,Dreng
33,Anker,210,7,2018,Dreng
34,Albert,209,7,2018,Dreng
35,Johan,208,7,2018,Dreng
36,Storm,208,7,2018,Dreng
37,Adam,207,7,2018,Dreng
38,Mikkel,200,6,2018,Dreng
39,Christian,195,6,2018,Dreng
40,Matheo,195,6,2018,Dreng
41,Konrad,193,6,2018,Dreng
42,Pelle,189,6,2018,Dreng
43,Villum,188,6,2018,Dreng
44,Benjamin,186,6,2018,Dreng
45,Erik,182,6,2018,Dreng
46,Asger,180,6,2018,Dreng
47,Mads,169,5,2018,Dreng
48,Walter,163,5,2018,Dreng
49,Marius,162,5,2018,Dreng
50,Mathias,151,5,2018,Dreng
1,William,600,19,2017,Dreng
2,Noah,528,17,2017,Dreng
3,Oscar,506,16,2017,Dreng
4,Lucas,495,16,2017,Dreng
5,Victor,489,16,2017,Dreng
6,Malthe,482,15,2017,Dreng
7,Oliver,468,15,2017,Dreng
8,Alfred,467,15,2017,Dreng
9,Carl,463,15,2017,Dreng
10,Valdemar,400,13,2017,Dreng
11,Emil,390,12,2017,Dreng
12,Elias,381,12,2017,Dreng
13,August,347,11,2017,Dreng
14,Aksel,337,11,2017,Dreng
15,Magnus,318,10,2017,Dreng
16,Frederik,315,10,2017,Dreng
17,Arthur,307,10,2017,Dreng
18,Anton,305,10,2017,Dreng
19,Felix,305,10,2017,Dreng
20,Elliot,293,9,2017,Dreng
21,Alexander,289,9,2017,Dreng
22,Johan,286,9,2017,Dreng
23,Theo,280,9,2017,Dreng
24,Christian,257,8,2017,Dreng
25,Viggo,257,8,2017,Dreng
26,Adam,250,8,2017,Dreng
27,Hugo,250,8,2017,Dreng
28,Mikkel,249,8,2017,Dreng
29,Villads,241,8,2017,Dreng
30,Nohr,225,7,2017,Dreng
31,Benjamin,217,7,2017,Dreng
32,Lauge,216,7,2017,Dreng
33,Liam,213,7,2017,Dreng
34,Mads,212,7,2017,Dreng
35,Theodor,211,7,2017,Dreng
36,Otto,209,7,2017,Dreng
37,Albert,206,7,2017,Dreng
38,Marius,206,7,2017,Dreng
39,Storm,200,6,2017,Dreng
40,Louie,195,6,2017,Dreng
41,Milas,189,6,2017,Dreng
42,Mathias,183,6,2017,Dreng
43,Conrad,177,6,2017,Dreng
44,Sebastian,177,6,2017,Dreng
45,Villum,175,6,2017,Dreng
46,Pelle,170,5,2017,Dreng
47,Anker,167,5,2017,Dreng
48,Laurits,164,5,2017,Dreng
49,Philip,162,5,2017,Dreng
50,Asger,161,5,2017,Dreng
1,Noah,538,17,2016,Dreng
2,Victor,531,17,2016,Dreng
3,Oliver,523,17,2016,Dreng
4,Oscar,521,17,2016,Dreng
5,William,520,16,2016,Dreng
6,Lucas,509,16,2016,Dreng
7,Carl,483,15,2016,Dreng
8,Malthe,451,14,2016,Dreng
9,Emil,445,14,2016,Dreng
10,Alfred,433,14,2016,Dreng
11,Frederik,398,13,2016,Dreng
12,Valdemar,390,12,2016,Dreng
13,Magnus,389,12,2016,Dreng
14,Elias,364,12,2016,Dreng
15,Christian,328,10,2016,Dreng
16,Alexander,322,10,2016,Dreng
17,August,321,10,2016,Dreng
18,Anton,319,10,2016,Dreng
19,Villads,315,10,2016,Dreng
20,Aksel,303,10,2016,Dreng
21,Nohr,302,10,2016,Dreng
22,Johan,289,9,2016,Dreng
23,Liam,279,9,2016,Dreng
24,Sebastian,277,9,2016,Dreng
25,Mikkel,273,9,2016,Dreng
26,Adam,269,9,2016,Dreng
27,Elliot,267,8,2016,Dreng
28,Felix,259,8,2016,Dreng
29,Benjamin,247,8,2016,Dreng
30,Storm,245,8,2016,Dreng
31,Albert,243,8,2016,Dreng
32,Theodor,235,7,2016,Dreng
33,Arthur,232,7,2016,Dreng
34,Konrad,226,7,2016,Dreng
35,Mads,222,7,2016,Dreng
36,Viggo,219,7,2016,Dreng
37,Mathias,208,7,2016,Dreng
38,Philip,203,6,2016,Dreng
39,Theo,203,6,2016,Dreng
40,Laurits,199,6,2016,Dreng
41,Marius,198,6,2016,Dreng
42,Jakob,188,6,2016,Dreng
43,Lauge,183,6,2016,Dreng
44,Louie,181,6,2016,Dreng
45,Thor,179,6,2016,Dreng
46,Otto,178,6,2016,Dreng
47,Asger,174,6,2016,Dreng
48,Bertram,174,6,2016,Dreng
49,Marcus,174,6,2016,Dreng
50,Magne,172,5,2016,Dreng
1,William,591,19,2015,Dreng
2,Noah,543,18,2015,Dreng
3,Lucas,534,17,2015,Dreng
4,Emil,489,16,2015,Dreng
5,Oliver,489,16,2015,Dreng
6,Oscar,480,16,2015,Dreng
7,Victor,478,16,2015,Dreng
8,Malthe,455,15,2015,Dreng
9,Alfred,425,14,2015,Dreng
10,Carl,418,14,2015,Dreng
11,Frederik,405,13,2015,Dreng
12,Elias,399,13,2015,Dreng
13,Magnus,357,12,2015,Dreng
14,Valdemar,333,11,2015,Dreng
15,Villads,326,11,2015,Dreng
16,Alexander,324,11,2015,Dreng
17,Christian,324,11,2015,Dreng
18,August,306,10,2015,Dreng
19,Johan,306,10,2015,Dreng
20,Felix,305,10,2015,Dreng
21,Anton,303,10,2015,Dreng
22,Nohr,302,10,2015,Dreng
23,Liam,300,10,2015,Dreng
24,Aksel,285,9,2015,Dreng
25,Mikkel,283,9,2015,Dreng
26,Benjamin,265,9,2015,Dreng
27,Mads,257,8,2015,Dreng
28,Storm,256,8,2015,Dreng
29,Mathias,255,8,2015,Dreng
30,Adam,254,8,2015,Dreng
31,Sebastian,240,8,2015,Dreng
32,Albert,230,8,2015,Dreng
33,Theodor,228,7,2015,Dreng
34,Arthur,222,7,2015,Dreng
35,Elliot,215,7,2015,Dreng
36,Marius,214,7,2015,Dreng
37,Marcus,208,7,2015,Dreng
38,Viggo,207,7,2015,Dreng
39,Philip,206,7,2015,Dreng
40,Tobias,201,7,2015,Dreng
41,Villum,189,6,2015,Dreng
42,Lauge,187,6,2015,Dreng
43,Thor,186,6,2015,Dreng
44,Jakob,185,6,2015,Dreng
45,Laurits,183,6,2015,Dreng
46,Theo,179,6,2015,Dreng
47,Jonathan,166,5,2015,Dreng
48,Asger,163,5,2015,Dreng
49,Silas,162,5,2015,Dreng
50,Milas,160,5,2015,Dreng
1,William,617,21,2014,Dreng
2,Noah,585,20,2014,Dreng
3,Lucas,507,18,2014,Dreng
4,Oscar,486,17,2014,Dreng
5,Victor,479,17,2014,Dreng
6,Malthe,455,16,2014,Dreng
7,Emil,447,15,2014,Dreng
8,Frederik,441,15,2014,Dreng
9,Oliver,430,15,2014,Dreng
10,Magnus,386,13,2014,Dreng
11,Carl,372,13,2014,Dreng
12,Villads,371,13,2014,Dreng
13,Elias,368,13,2014,Dreng
14,Alexander,350,12,2014,Dreng
15,Anton,346,12,2014,Dreng
16,Christian,331,11,2014,Dreng
17,Alfred,329,11,2014,Dreng
18,Valdemar,324,11,2014,Dreng
19,Mikkel,322,11,2014,Dreng
20,Liam,313,11,2014,Dreng
21,August,308,11,2014,Dreng
22,Mathias,303,10,2014,Dreng
23,Felix,300,10,2014,Dreng
24,Mads,283,10,2014,Dreng
25,Benjamin,281,10,2014,Dreng
26,Aksel,277,10,2014,Dreng
27,Johan,275,9,2014,Dreng
28,Sebastian,271,9,2014,Dreng
29,Marius,259,9,2014,Dreng
30,Storm,216,7,2014,Dreng
31,Adam,207,7,2014,Dreng
32,Tobias,206,7,2014,Dreng
33,Laurits,201,7,2014,Dreng
34,Philip,196,7,2014,Dreng
35,Elliot,195,7,2014,Dreng
36,Jacob,193,7,2014,Dreng
37,Nohr,190,7,2014,Dreng
38,Theodor,186,6,2014,Dreng
39,Marcus,185,6,2014,Dreng
40,Albert,180,6,2014,Dreng
41,Arthur,179,6,2014,Dreng
42,Villum,175,6,2014,Dreng
43,Sander,171,6,2014,Dreng
44,Nikolaj,160,6,2014,Dreng
45,Bertram,157,5,2014,Dreng
46,Jonathan,155,5,2014,Dreng
47,Asger,153,5,2014,Dreng
48,Andreas,151,5,2014,Dreng
49,Daniel,151,5,2014,Dreng
50,Jonas,150,5,2014,Dreng
1,William,610,22,2013,Dreng
2,Lucas,558,20,2013,Dreng
3,Noah,533,19,2013,Dreng
4,Victor,533,19,2013,Dreng
5,Emil,452,16,2013,Dreng
6,Frederik,451,16,2013,Dreng
7,Oliver,446,16,2013,Dreng
8,Oscar,425,15,2013,Dreng
9,Magnus,424,15,2013,Dreng
10,Alexander,408,14,2013,Dreng
11,Liam,403,14,2013,Dreng
12,Carl,389,14,2013,Dreng
13,Christian,375,13,2013,Dreng
14,Elias,374,13,2013,Dreng
15,Mikkel,349,12,2013,Dreng
16,Mads,340,12,2013,Dreng
17,Felix,336,12,2013,Dreng
18,Villads,332,12,2013,Dreng
19,Mathias,330,12,2013,Dreng
20,Anton,321,11,2013,Dreng
21,Sebastian,319,11,2013,Dreng
22,Malthe,318,11,2013,Dreng
23,Valdemar,302,11,2013,Dreng
24,Benjamin,299,11,2013,Dreng
25,August,282,10,2013,Dreng
26,Marius,278,10,2013,Dreng
27,Alfred,273,10,2013,Dreng
28,Johan,265,9,2013,Dreng
29,Aksel,255,9,2013,Dreng
30,Marcus,246,9,2013,Dreng
31,Tobias,243,9,2013,Dreng
32,Storm,232,8,2013,Dreng
33,Adam,213,8,2013,Dreng
34,Nikolaj,209,7,2013,Dreng
35,Philip,195,7,2013,Dreng
36,Jonas,189,7,2013,Dreng
37,Jakob,185,7,2013,Dreng
38,Jonathan,185,7,2013,Dreng
39,Andreas,177,6,2013,Dreng
40,Albert,173,6,2013,Dreng
41,Elliot,173,6,2013,Dreng
42,Laurits,173,6,2013,Dreng
43,Nicklas,172,6,2013,Dreng
44,Theodor,172,6,2013,Dreng
45,Arthur,171,6,2013,Dreng
46,Tristan,169,6,2013,Dreng
47,Bertram,168,6,2013,Dreng
48,Simon,164,6,2013,Dreng
49,Villum,162,6,2013,Dreng
50,Daniel,161,6,2013,Dreng
1,William,580,20,2012,Dreng
2,Lucas,572,19,2012,Dreng
3,Victor,570,19,2012,Dreng
4,Noah,528,18,2012,Dreng
5,Oscar,515,17,2012,Dreng
6,Liam,497,17,2012,Dreng
7,Frederik,487,16,2012,Dreng
8,Emil,476,16,2012,Dreng
9,Oliver,476,16,2012,Dreng
10,Magnus,463,16,2012,Dreng
11,Mikkel,457,15,2012,Dreng
12,Alexander,421,14,2012,Dreng
13,Mathias,411,14,2012,Dreng
14,Elias,402,14,2012,Dreng
15,Malthe,399,13,2012,Dreng
16,Sebastian,384,13,2012,Dreng
17,Anton,382,13,2012,Dreng
18,Christian,365,12,2012,Dreng
19,Villads,365,12,2012,Dreng
20,Carl,358,12,2012,Dreng
21,Mads,348,12,2012,Dreng
22,August,335,11,2012,Dreng
23,Benjamin,330,11,2012,Dreng
24,Tobias,296,10,2012,Dreng
25,Valdemar,296,10,2012,Dreng
26,Alfred,279,9,2012,Dreng
27,Johan,273,9,2012,Dreng
28,Marius,263,9,2012,Dreng
29,Jakob,262,9,2012,Dreng
30,Jonas,245,8,2012,Dreng
31,Nikolaj,242,8,2012,Dreng
32,Aksel,239,8,2012,Dreng
33,Marcus,235,8,2012,Dreng
34,Silas,231,8,2012,Dreng
35,Adam,229,8,2012,Dreng
36,Felix,227,8,2012,Dreng
37,Rasmus,227,8,2012,Dreng
38,Jonathan,223,8,2012,Dreng
39,Andreas,213,7,2012,Dreng
40,Sander,212,7,2012,Dreng
41,Albert,211,7,2012,Dreng
42,Storm,211,7,2012,Dreng
43,Philip,204,7,2012,Dreng
44,Gustav,201,7,2012,Dreng
45,Tristan,200,7,2012,Dreng
46,Bertram,189,6,2012,Dreng
47,Nicklas,189,6,2012,Dreng
48,Simon,179,6,2012,Dreng
49,Kasper,177,6,2012,Dreng
50,Daniel,175,6,2012,Dreng
1,William,667,22,2011,Dreng
2,Oliver,598,20,2011,Dreng
3,Noah,563,19,2011,Dreng
4,Emil,554,19,2011,Dreng
5,Victor,553,19,2011,Dreng
6,Magnus,507,17,2011,Dreng
7,Frederik,501,17,2011,Dreng
8,Mikkel,499,17,2011,Dreng
9,Lucas,492,17,2011,Dreng
10,Alexander,478,16,2011,Dreng
11,Oscar,477,16,2011,Dreng
12,Mathias,463,16,2011,Dreng
13,Sebastian,436,15,2011,Dreng
14,Malthe,432,15,2011,Dreng
15,Elias,424,14,2011,Dreng
16,Christian,393,13,2011,Dreng
17,Mads,384,13,2011,Dreng
18,Gustav,380,13,2011,Dreng
19,Villads,374,13,2011,Dreng
20,Tobias,351,12,2011,Dreng
21,Anton,347,12,2011,Dreng
22,Carl,336,11,2011,Dreng
23,Silas,319,11,2011,Dreng
24,Valdemar,319,11,2011,Dreng
25,Benjamin,316,11,2011,Dreng
26,Nikolaj,316,11,2011,Dreng
27,Marcus,310,10,2011,Dreng
28,August,280,9,2011,Dreng
29,Sander,274,9,2011,Dreng
30,Jacob,273,9,2011,Dreng
31,Jonas,272,9,2011,Dreng
32,Adam,264,9,2011,Dreng
33,Andreas,264,9,2011,Dreng
34,Simon,256,9,2011,Dreng
35,Jonathan,252,8,2011,Dreng
36,Alfred,249,8,2011,Dreng
37,Philip,247,8,2011,Dreng
38,Storm,247,8,2011,Dreng
39,Nicklas,241,8,2011,Dreng
40,Rasmus,237,8,2011,Dreng
41,Felix,227,8,2011,Dreng
42,Aksel,218,7,2011,Dreng
43,Johan,214,7,2011,Dreng
44,Daniel,208,7,2011,Dreng
45,Tristan,208,7,2011,Dreng
46,Bertram,206,7,2011,Dreng
47,Liam,204,7,2011,Dreng
48,Kasper,202,7,2011,Dreng
49,Laurits,200,7,2011,Dreng
50,Marius,192,6,2011,Dreng
1,William,806,25,2010,Dreng
2,Noah,716,22,2010,Dreng
3,Lucas,626,19,2010,Dreng
4,Victor,616,19,2010,Dreng
5,Mikkel,587,18,2010,Dreng
6,Magnus,581,18,2010,Dreng
7,Frederik,579,18,2010,Dreng
8,Mathias,575,18,2010,Dreng
9,Oliver,556,17,2010,Dreng
10,Emil,546,17,2010,Dreng
11,Oscar,531,17,2010,Dreng
12,Sebastian,513,16,2010,Dreng
13,Gustav,492,15,2010,Dreng
14,Alexander,485,15,2010,Dreng
15,Malthe,477,15,2010,Dreng
16,Mads,470,15,2010,Dreng
17,Christian,469,15,2010,Dreng
18,Elias,440,14,2010,Dreng
19,Marcus,427,13,2010,Dreng
20,Tobias,413,13,2010,Dreng
21,Silas,393,12,2010,Dreng
22,Jonas,389,12,2010,Dreng
23,Benjamin,381,12,2010,Dreng
24,Anton,380,12,2010,Dreng
25,Carl,368,11,2010,Dreng
26,Rasmus,367,11,2010,Dreng
27,Jacob,360,11,2010,Dreng
28,Andreas,327,10,2010,Dreng
29,Villads,324,10,2010,Dreng
30,Kasper,309,10,2010,Dreng
31,Nikolaj,304,9,2010,Dreng
32,Simon,301,9,2010,Dreng
33,Valdemar,299,9,2010,Dreng
34,August,286,9,2010,Dreng
35,Nicklas,275,9,2010,Dreng
36,Adam,259,8,2010,Dreng
37,Jonathan,258,8,2010,Dreng
38,Felix,253,8,2010,Dreng
39,Daniel,246,8,2010,Dreng
40,Marius,240,7,2010,Dreng
41,Philip,236,7,2010,Dreng
42,Alfred,234,7,2010,Dreng
43,Storm,217,7,2010,Dreng
44,Albert,208,6,2010,Dreng
45,Jeppe,208,6,2010,Dreng
46,Bertram,207,6,2010,Dreng
47,Tristan,202,6,2010,Dreng
48,Sander,197,6,2010,Dreng
49,Christoffer,194,6,2010,Dreng
50,Johan,194,6,2010,Dreng
1,Mikkel,713,22,2009,Dreng
2,Lucas,709,22,2009,Dreng
3,William,699,22,2009,Dreng
4,Emil,679,21,2009,Dreng
5,Noah,645,20,2009,Dreng
6,Victor,637,20,2009,Dreng
7,Magnus,635,20,2009,Dreng
8,Oliver,627,20,2009,Dreng
9,Frederik,589,18,2009,Dreng
10,Mathias,566,18,2009,Dreng
11,Oscar,551,17,2009,Dreng
12,Gustav,543,17,2009,Dreng
13,Alexander,527,16,2009,Dreng
14,Malthe,523,16,2009,Dreng
15,Sebastian,518,16,2009,Dreng
16,Christian,506,16,2009,Dreng
17,Tobias,505,16,2009,Dreng
18,Mads,469,15,2009,Dreng
19,Elias,447,14,2009,Dreng
20,Marcus,420,13,2009,Dreng
21,Anton,418,13,2009,Dreng
22,Benjamin,390,12,2009,Dreng
23,Rasmus,390,12,2009,Dreng
24,Jacob,371,12,2009,Dreng
25,Villads,364,11,2009,Dreng
26,Andreas,361,11,2009,Dreng
27,Silas,360,11,2009,Dreng
28,Nikolaj,359,11,2009,Dreng
29,Jonas,352,11,2009,Dreng
30,Simon,349,11,2009,Dreng
31,Kasper,322,10,2009,Dreng
32,Carl,296,9,2009,Dreng
33,Daniel,282,9,2009,Dreng
34,Nicklas,275,9,2009,Dreng
35,August,263,8,2009,Dreng
36,Jonathan,251,8,2009,Dreng
37,Jeppe,246,8,2009,Dreng
38,Valdemar,242,8,2009,Dreng
39,Bertram,239,7,2009,Dreng
40,Adam,237,7,2009,Dreng
41,Marius,226,7,2009,Dreng
42,Albert,221,7,2009,Dreng
43,Philip,214,7,2009,Dreng
44,Sander,214,7,2009,Dreng
45,Christoffer,203,6,2009,Dreng
46,Tristan,188,6,2009,Dreng
47,Aksel,181,6,2009,Dreng
48,Alfred,181,6,2009,Dreng
49,Julius,178,6,2009,Dreng
50,Lasse,175,5,2009,Dreng
1,Lucas,816,24,2008,Dreng
2,Oliver,782,23,2008,Dreng
3,Emil,769,23,2008,Dreng
