Nr,Navn,Antal,Pr. 1 000,År,køn
19,Malene,325,12,1988,Pige
20,Cecilie,315,11,1988,Pige
21,Sofie,308,11,1988,Pige
22,Signe,287,10,1988,Pige
23,Ditte,285,10,1988,Pige
24,Nanna,282,10,1988,Pige
25,Mia,277,10,1988,Pige
1,Camilla,960,36,1987,Pige
2,Christina,905,34,1987,Pige
3,Louise,851,32,1987,Pige
4,Mette,810,31,1987,Pige
5,Maria,696,26,1987,Pige
6,Anne,690,26,1987,Pige
7,Katrine,633,24,1987,Pige
8,Pernille,518,20,1987,Pige
9,Sara,498,19,1987,Pige
10,Line,451,17,1987,Pige
11,Karina,427,16,1987,Pige
12,Julie,421,16,1987,Pige
13,Stine,412,16,1987,Pige
14,Rikke,372,14,1987,Pige
15,Charlotte,355,13,1987,Pige
16,Trine,354,13,1987,Pige
17,Marie,330,13,1987,Pige
18,Mia,327,12,1987,Pige
19,Ditte,307,12,1987,Pige
20,Malene,302,11,1987,Pige
21,Sofie,300,11,1987,Pige
22,Cecilie,299,11,1987,Pige
23,Signe,293,11,1987,Pige
24,Michelle,292,11,1987,Pige
25,Janni,286,11,1987,Pige
1,Camilla,960,36,1986,Pige
2,Christina,905,34,1986,Pige
3,Louise,851,32,1986,Pige
4,Mette,810,31,1986,Pige
5,Maria,696,26,1986,Pige
6,Anne,690,26,1986,Pige
7,Katrine,633,24,1986,Pige
8,Pernille,518,20,1986,Pige
9,Sara,498,19,1986,Pige
10,Line,451,17,1986,Pige
11,Karina,427,16,1986,Pige
12,Julie,421,16,1986,Pige
13,Stine,412,16,1986,Pige
14,Rikke,372,14,1986,Pige
15,Charlotte,355,13,1986,Pige
16,Trine,354,13,1986,Pige
17,Marie,330,13,1986,Pige
18,Mia,327,12,1986,Pige
19,Ditte,307,12,1986,Pige
20,Malene,302,11,1986,Pige
21,Sofie,300,11,1986,Pige
22,Cecilie,299,11,1986,Pige
23,Signe,293,11,1986,Pige
24,Michelle,292,11,1986,Pige
25,Janni,286,11,1986,Pige
1,Louise,932,36,1985,Pige
2,Mette,897,35,1985,Pige
3,Maria,869,34,1985,Pige
4,Camilla,845,33,1985,Pige
5,Christina,792,31,1985,Pige
6,Anne,682,26,1985,Pige
7,Line,482,19,1985,Pige
8,Pernille,476,18,1985,Pige
9,Stine,457,18,1985,Pige
10,Sara,442,17,1985,Pige
11,Karina,437,17,1985,Pige
12,Katrine,432,17,1985,Pige
13,Marie,358,14,1985,Pige
14,Rikke,355,14,1985,Pige
15,Julie,353,14,1985,Pige
16,Trine,352,14,1985,Pige
17,Tina,348,13,1985,Pige
18,Charlotte,326,13,1985,Pige
19,Ditte,324,13,1985,Pige
20,Helle,307,12,1985,Pige
21,Signe,303,12,1985,Pige
22,Heidi,298,12,1985,Pige
23,Malene,296,11,1985,Pige
24,Mia,271,11,1985,Pige
25,Janni,265,10,1985,Pige
